Date,AAPL,GOOG,IBM,MSFT
2012-05-25,82126800,7190500,2901900,29507200
2012-05-29,95127200,5230900,3618500,37758800
2012-05-30,132357400,3827600,3602500,41585500
2012-05-31,122918600,5958800,9287500,39134000
2012-06-01,130246900,6138700,5206400,56634300
2012-06-04,139248900,4883500,4624500,47926300
2012-06-05,97053600,4697200,3556500,45715400
2012-06-06,100363900,4207200,3641300,46860500
2012-06-07,94941700,3530100,3701100,37792800
2012-06-08,86879100,2831300,2479200,42551100
2012-06-11,147816200,5342100,3273300,46361900
2012-06-12,108845100,6472500,3023700,35337900
2012-06-13,73395000,3923000,3247700,32984600
2012-06-14,86393300,4707200,3585000,39458900
2012-06-15,83813800,6024800,6389000,62314400
2012-06-18,110103000,5012400,3378900,58679900
2012-06-19,90351100,4167900,3297600,75725800
2012-06-20,89735800,4710800,3378200,36257100
2012-06-21,81587800,4037600,4316600,48456600
2012-06-22,71117900,4472400,8823000,45098100
2012-06-25,76095600,3174900,3211600,42217200
2012-06-26,69134100,2710500,3435900,38421300
2012-06-27,50749300,3397200,2762700,33781700
2012-06-28,70709100,3856100,3967300,45328400
2012-06-29,105375200,5057800,5259600,55227200
2012-07-02,100023000,3323300,2827000,30589100
2012-07-03,60428200,2387800,1450400,20938100
2012-07-05,121095800,4709200,2690200,28801900
2012-07-06,104732600,4339700,4952900,38294800
2012-07-09,94851400,3443000,3988100,30680800
2012-07-10,127989400,3860500,4690300,37534100
2012-07-11,117330500,7024700,5456100,39184900
2012-07-12,107010400,4636800,4931300,63523600
2012-07-13,77856800,3966700,3933000,39085000
2012-07-16,75315100,2936100,3144400,27900600
2012-07-17,73406200,3372700,5158600,33771300
2012-07-18,63175000,3107900,8019500,41090400
2012-07-19,109215400,9384300,10395400,46663200
2012-07-20,99367800,12975800,4789700,64021700
2012-07-23,121993900,7150000,3904500,55151900
2012-07-24,141283100,4033800,3597100,47723300
2012-07-25,219328200,3659600,3833800,45579500
2012-07-26,101658200,3382900,3282900,45301400
2012-07-27,100984100,7125900,4177300,44242600
2012-07-30,94785600,4389700,2787000,28905000
2012-07-31,115581900,3745100,3507000,37620900
2012-08-01,96125400,3702900,2559300,31721800
2012-08-02,83039600,3970100,2812600,39520500
2012-08-03,86230200,3808300,3278100,35859400
2012-08-06,75525800,3578000,2337800,27471800
2012-08-07,72611700,3978300,3209400,28002900
2012-08-08,61176500,2654200,2068300,26257600
2012-08-09,55410600,2148500,2160100,24920800
2012-08-10,48734700,2879800,2600500,27810300
2012-08-13,69708100,6560200,2418300,23049100
2012-08-14,85042300,7350800,2562300,34551400
2012-08-15,64335600,4839400,2111800,24351000
2012-08-16,63633500,3448200,2729500,35787200
2012-08-17,110690300,4371600,2551800,32589900
2012-08-20,153346200,3529300,2336000,23737700
2012-08-21,203179900,4461000,3111300,28822700
2012-08-22,141330700,3832600,3296100,33437400
2012-08-23,105032200,3581700,2757400,28355600
2012-08-24,109335100,2863800,2639500,22943300
2012-08-27,106752100,5246900,2498800,34691100
2012-08-28,66854200,4132600,2539200,23947900
2012-08-29,50701700,6002900,2141400,23346800
2012-08-30,75674900,3265900,2740900,23982100
2012-08-31,84580300,4270000,3193300,36590100
2012-09-04,91973000,3793200,4514400,48556700
2012-09-05,84093800,3429100,3312500,33650000
2012-09-06,97799100,6109700,3931700,48371700
2012-09-07,82416600,6490100,3413700,42649100
2012-09-10,121999500,5139100,4208000,40524000
2012-09-11,125995800,3761500,3910600,25191800
2012-09-12,178058300,5304300,3284000,32775800
2012-09-13,149590000,5337900,3879600,45047300
2012-09-14,150118500,5256500,4057100,51422800
2012-09-17,99507800,3027800,3275100,36488500
2012-09-18,93375800,4149000,2476100,34542700
2012-09-19,81718700,6219700,2605600,48871900
2012-09-20,84142100,5836500,3739100,45543000
2012-09-21,142897300,12765800,12771500,102348900
2012-09-24,159941600,7154200,3511100,46825900
2012-09-25,129697400,12162400,3345200,54266400
2012-09-26,144125800,11388200,3423300,54672000
2012-09-27,148522500,7891600,2771900,47129900
2012-09-28,133777700,5587700,4910900,54229300
2012-10-01,135898700,6359700,5456900,54042700
2012-10-02,156998100,5601200,3321000,43338900
2012-10-03,106070300,4433100,3192300,46655900
2012-10-04,92681400,4926700,2957500,43634900
2012-10-05,148501500,5492200,2858400,41133900
2012-10-08,159498500,3931800,1982600,29752000
2012-10-09,209649300,6028900,3580400,45121100
2012-10-10,127589000,4095000,4024500,47227100
2012-10-11,136520300,4785600,2910000,41488500
2012-10-12,115003700,4826400,2712000,46464700
2012-10-15,108125500,6060700,3060900,42440200
2012-10-16,137442900,4131800,5632100,47739400
2012-10-17,97259400,4602900,12673900,44206100
2012-10-18,119156100,24977900,9295900,59238500
2012-10-19,186021500,23050400,6620300,90470800
2012-10-22,136682700,8141500,4402500,83374000
2012-10-23,176786400,5855000,4427400,64414800
2012-10-24,139631800,5011600,3738000,53320400
2012-10-25,164081400,4820100,3249600,54084300
2012-10-26,254608200,3916200,4006500,57790000
2012-10-31,127500800,3085400,6052300,69464100
2012-11-01,90324500,4115500,3758800,72047900
2012-11-02,149843400,4666100,4260100,57131600
2012-11-05,132283900,3283900,2736200,38070800
2012-11-06,93729300,3177300,3281000,43401500
2012-11-07,198412200,4481200,4746200,57871800
2012-11-08,264036500,5213300,3542200,49841800
2012-11-09,232478400,6251500,3671600,43291200
2012-11-12,128950500,2822300,3067400,61112300
2012-11-13,133237300,3200200,3406700,131689200
2012-11-14,119292600,3349200,4404400,76086100
2012-11-15,197477700,3711500,3411700,50955600
2012-11-16,316723400,6902000,4660800,64083300
2012-11-19,205829400,4754100,3588900,57179300
2012-11-20,160688500,4192900,3170200,47070400
2012-11-21,93250500,4240200,5189600,66360300
2012-11-23,68206600,1851800,3877600,57845700
2012-11-26,157644900,4425700,5210300,85198700
2012-11-27,133332500,5036100,3290900,45018600
2012-11-28,130216100,6106700,3603600,53018400
2012-11-29,128674700,5573700,4077900,69551400
2012-11-30,97829900,6350800,4936400,83690200
2012-12-03,91070000,4401300,3349600,53173800
2012-12-04,139267100,3998200,3990700,49777500
2012-12-05,261159500,3738700,4202100,68283800
2012-12-06,294303100,2935500,3216600,39182300
2012-12-07,196760200,3852900,4091300,46162100
2012-12-10,157621100,2743600,3438500,47031100
2012-12-11,148086400,5395200,4144000,52282800
2012-12-12,121786000,4870100,4241900,43966300
2012-12-13,156314900,6915500,3623200,45080100
2012-12-14,252394800,4276100,3826900,42077500
2012-12-17,189401800,6093400,3792400,42046100
2012-12-18,156421300,6032300,4125900,50486900
2012-12-19,112342300,3851500,4270500,53519900
2012-12-20,120422400,3326400,4184500,52607300
2012-12-21,149067100,7078300,8225300,98776500
2012-12-24,43938300,1688000,1631200,20842400
2012-12-26,75609100,2373500,2776500,31631100
2012-12-27,113780100,3307000,3967600,39394000
2012-12-28,88569600,2814500,3536600,28239900
2012-12-31,164873100,4009600,4684900,42749500
2013-01-02,140129500,5101500,4234100,52899300
2013-01-03,88241300,4653700,3644700,48294400
2013-01-04,148583400,5547600,3380200,52521100
2013-01-07,121039100,3323800,2862300,37110400
2013-01-08,114676800,3364700,3026900,44703100
2013-01-09,101901100,4064500,3212000,49047900
2013-01-10,150286500,3685000,3608100,71431300
2013-01-11,87626700,2579900,3880400,55512100
2013-01-14,183551900,5749200,4172200,48324400
2013-01-15,219193100,7884700,4172100,48244500
2013-01-16,172701200,4061900,2962900,41077400
2013-01-17,113419600,4439500,3881600,51685900
2013-01-18,118230700,6477700,4559600,52167700
2013-01-22,115386600,7613100,7172300,58650600
2013-01-23,215377400,11862400,12530500,50387700
2013-01-24,365213100,6790600,4447200,101739300
2013-01-25,302006600,4468400,3358900,81847700
2013-01-28,196379400,3266300,2823700,56056500
2013-01-29,142789500,3507200,3617100,49242600
2013-01-30,104288800,3478900,2998400,43580500
2013-01-31,79833600,3280500,3091400,50530000
2013-02-01,134871100,7520100,3370700,55565900
2013-02-04,119279300,6103700,3188800,50540000
2013-02-05,143336900,3755300,3636900,35410400
2013-02-06,148426600,4171700,3624200,41889600
2013-02-07,176145200,5701600,3076700,38028300
2013-02-08,158289600,6062700,2893300,33318500
2013-02-11,129372600,4351800,2944700,32247700
2013-02-12,152263300,3731900,2461800,35990900
2013-02-13,118801900,2405200,2169800,41715600
2013-02-14,88818800,3483500,3294200,32663200
2013-02-15,97936300,5480000,3627800,49650900
2013-02-19,108945900,5885500,2998300,38781400
2013-02-20,119075600,5549000,3715400,44110200
2013-02-21,111795600,7039000,3922900,49078500
2013-02-22,82663700,4123100,3107900,31425900
2013-02-25,93144800,4625000,3844800,48011800
2013-02-26,125374900,4421500,3391600,49923300
2013-02-27,146837600,4067300,4185100,36394700
2013-02-28,80628800,4548500,4689200,35840200
2013-03-01,138112100,4367000,3308300,34849700
2013-03-04,145688900,5571900,3693400,38157500
2013-03-05,159608400,8118400,3807800,41432200
2013-03-06,115062500,5767400,3594800,51448500
2013-03-07,117118400,4120700,3884400,29196700
2013-03-08,97870500,5845600,3700500,37667800
2013-03-11,118559000,3201200,3049700,36627500
2013-03-12,116477900,4031600,3591600,39255200
2013-03-13,101387300,3294800,3355900,29093400
2013-03-14,75968900,3314700,5505500,55914800
2013-03-15,160990200,6222500,7930300,92710300
2013-03-18,151549300,3690300,3006000,44809400
2013-03-19,131693800,4212000,3198600,51901600
2013-03-20,77165200,2938500,3019000,35447800
2013-03-21,95813900,2966200,5830400,34233200
2013-03-22,98776300,2987400,3031500,28720900
2013-03-25,125283900,3436800,3242500,44154000
2013-03-26,73573500,2392600,2300300,27824300
2013-03-27,82809300,4342500,3223400,36047400
2013-03-28,110709900,4592600,3749900,55453800
2013-04-01,97433000,3628100,2144500,29201100
2013-04-02,132379800,4098200,3116800,28456500
2013-04-03,90804000,3489900,3128800,35062800
2013-04-04,89611900,4913400,3709500,45263200
2013-04-05,95923800,6893400,4148000,50927300
2013-04-08,75207300,5685300,2351200,34759500
2013-04-09,76653500,4330700,2577300,77733800
2013-04-10,93982000,3971900,3524200,71116700
2013-04-11,82091100,4072500,3655600,130923200
2013-04-12,59653300,3285500,3165400,62886300
2013-04-15,79380000,4924500,4218100,56332900
2013-04-16,76442800,3496900,2859500,52797300
2013-04-17,236264000,4089100,3269800,52840700
2013-04-18,166574800,6669800,6502000,56906600
2013-04-19,152318600,11649800,18847000,99790700
2013-04-22,107480100,5788300,9845400,137904000
2013-04-23,166059600,4601600,6296100,59126900
2013-04-24,242412800,3671800,3693900,90946600
2013-04-25,96209400,3999200,4650900,110700200
2013-04-26,191024400,4993900,3490300,47799300
2013-04-29,160081600,4618800,5932400,59116400
2013-04-30,172884600,4630600,7539900,75165200
2013-05-01,126727300,2920800,4899100,54330900
2013-05-02,105457100,4051600,3945100,46059500
2013-05-03,90325200,5044000,4492700,46784600
2013-05-06,124160400,4298500,4826500,40978300
2013-05-07,120938300,3932600,3451000,43078300
2013-05-08,118149500,4955000,3601700,51595700
2013-05-09,99621900,4417600,3542300,46417800
2013-05-10,83713000,3809500,3279200,36394900
2013-05-13,79237200,2907700,3648400,36027600
2013-05-14,111779500,3170300,3699700,56870100
2013-05-15,185403400,8001600,4028100,46303900
2013-05-16,150801000,6443200,4507000,59382900
2013-05-17,106976100,5604800,5704100,60666700
2013-05-20,112894600,4562300,3614500,54020800
2013-05-21,114005500,3980700,2982900,48702400
2013-05-22,110759600,5140300,5186800,66047500
2013-05-23,88255300,4567200,5179100,51102700
2013-05-24,69041700,4610700,3295800,33174400
2013-05-28,96536300,4531900,4011500,48212100
2013-05-29,82644100,4041800,3439400,38412200
2013-05-30,88379900,4257200,4399700,51131000
2013-05-31,96075700,3953500,4949000,56165700
2013-06-03,93088100,4969900,3322000,51252600
2013-06-04,73182200,3751100,3598300,65529500
2013-06-05,72647400,4229300,4215400,46025100
2013-06-06,104233500,5177400,3679400,37618500
2013-06-07,101133900,5369200,2953400,40757300
2013-06-10,112538300,4693000,2652300,35994500
2013-06-11,71528100,3528300,2814400,39435900
2013-06-12,66306800,4426100,3409800,37372700
2013-06-13,71458100,4155200,2899500,45654900
2013-06-14,67966500,4506700,2804500,53192600
2013-06-17,64853600,4308500,3219900,49670100
2013-06-18,48756400,4350000,3277800,28616500
2013-06-19,77735000,5853600,2846100,30816200
2013-06-20,89327700,6769200,4514800,54493700
2013-06-21,120279600,7994300,8914800,85338500
2013-06-24,120186500,6056300,4356200,56109000
2013-06-25,78540700,5125500,3846200,44073400
2013-06-26,91931000,3676400,3320200,48665900
2013-06-27,84311500,3867300,3514200,28993100
2013-06-28,144629100,4716100,10055800,65545500
2013-07-01,97763400,3462400,4442400,31055400
2013-07-02,117466300,3797000,3657700,37630000
2013-07-03,60232200,2101700,1872600,15994400
2013-07-05,68506200,3416500,2405400,26085900
2013-07-08,74534600,3953700,2947500,32396900
2013-07-09,88146100,3973500,5204200,25318500
2013-07-10,70351400,3429500,3892000,29658800
2013-07-11,81573100,5187700,4177500,53638300
2013-07-12,69890800,5155600,4494700,35501200
2013-07-15,60479300,3935600,5674700,34142600
2013-07-16,54134500,3980700,3745300,36378500
2013-07-17,49747600,3023400,6868400,37285100
2013-07-18,54719700,7296100,8393400,49547100
2013-07-19,67180400,14773700,6997600,248428500
2013-07-22,51949100,5828100,3398000,79040700
2013-07-23,92348900,4106600,2863800,65810400
2013-07-24,147984200,4172500,2957900,52803100
2013-07-25,57373400,6024600,3014300,63213000
2013-07-26,50038100,3568600,2485100,38633600
2013-07-29,62014400,3797800,2113700,28870700
2013-07-30,77355600,3524300,2663200,45799500
2013-07-31,80739400,4363200,3810000,43898400
2013-08-01,51562700,4292700,2877700,42557900
2013-08-02,68695900,3440600,3874000,29199900
2013-08-05,79713900,2629100,2490900,30984000
2013-08-06,83714400,3023400,5938500,36331500
2013-08-07,74714500,2768600,3901700,38078600
2013-08-08,63944300,2987000,4547600,59034400
2013-08-09,66716300,2657200,3249600,26800700
2013-08-12,91108500,2764200,3026500,25493700
2013-08-13,220485300,2850200,3542900,39464100
2013-08-14,189093100,4179900,2892300,48519600
2013-08-15,122573500,3752300,3692400,33338000
2013-08-16,90576500,3362700,3426400,32866300
2013-08-19,127629600,3635300,3248900,27902500
2013-08-20,89672100,2475100,3117800,22979600
2013-08-21,83969900,3527700,3551000,37409100
2013-08-22,61051900,1746200,2354300,31169900
2013-08-23,55682900,2162200,2292700,225493800
2013-08-26,82741400,2112800,2170400,72786800
2013-08-27,106047200,3481100,3190700,58522300
2013-08-28,76902000,2669700,3979200,44257400
2013-08-29,59914400,2968000,2980900,45284700
2013-08-30,68074300,3737100,2731000,42790200
2013-09-03,82982200,4110400,3487200,154507000
2013-09-04,86258200,4097600,2597900,142320600
2013-09-05,59091900,2592100,2867600,71644900
2013-09-06,89881400,3134800,2903500,75434900
2013-09-09,85171800,2478300,3017200,49628500
2013-09-10,185798900,2584700,3149600,56881200
2013-09-11,224674100,3233200,4962900,39087500
2013-09-12,101012800,2199100,3354800,32860200
2013-09-13,74708900,2660600,3710400,40899000
2013-09-16,135926700,2682900,3902400,52839700
2013-09-17,99845200,2528200,2930900,84716500
2013-09-18,114215500,3883800,3841800,64099900
2013-09-19,101135300,3207600,3178100,42026600
2013-09-20,174825700,8723000,8525900,102904900
2013-09-23,190526700,3568000,3340800,39826100
2013-09-24,91086100,2984600,3085300,40685000
2013-09-25,79239300,3310200,2654500,28907500
2013-09-26,59305400,2529200,2093600,28504000
2013-09-27,57010100,2527000,3905500,55348000
2013-09-30,65039100,3457600,3978200,39839500
2013-10-01,88470900,3382100,2681200,36718700
2013-10-02,72296000,3001700,3617100,46946800
2013-10-03,80688300,4249800,3211800,38703800
2013-10-04,64717100,2726100,2863600,33008100
2013-10-07,78073100,2596800,3966400,35069300
2013-10-08,72729300,3901800,5578300,41017600
2013-10-09,75431300,5322400,4423500,35878600
2013-10-10,69650700,4527400,3658900,42875100
2013-10-11,66934700,2828300,3232600,30033300
2013-10-14,65474500,2496400,2663100,27757900
2013-10-15,80018400,3195600,3365100,47097800
2013-10-16,62775300,4030200,6718000,35111600
2013-10-17,63398300,8545000,22368900,31359200
2013-10-18,72635500,23219400,10548000,41811700
2013-10-21,99526700,7283700,7098700,27433500
2013-10-22,133515900,4433700,6977300,40438500
2013-10-23,78430800,5346300,5409400,58600500
2013-10-24,96191200,4199700,5533300,53209700
2013-10-25,84448000,4076100,4842800,113494000
2013-10-28,137610200,2326000,3712700,38383600
2013-10-29,158951800,3222000,8904600,31702200
2013-10-30,88540900,2658000,5273700,36997700
2013-10-31,68924100,3292200,4318100,41682300
2013-11-01,68722500,2576100,3644500,40264600
2013-11-04,61156900,2286000,3483300,28060700
2013-11-05,66303300,2371500,6096800,51681900
2013-11-06,55843900,1832600,4560700,88948800
2013-11-07,65655100,3371700,5219500,60437400
2013-11-08,69829200,2591100,6275000,36737800
2013-11-11,56863100,2233500,5222300,26872500
2013-11-12,51069200,2445200,4258500,31651600
2013-11-13,49305200,3170500,4704400,44957600
2013-11-14,70604800,2342100,6321500,46183700
2013-11-15,79480100,2562100,5176100,50601300
2013-11-18,61236000,3532500,5344900,53277500
2013-11-19,52234700,2271600,4577000,44275000
2013-11-20,48479200,1934500,3645800,32229900
2013-11-21,65506700,2191700,4459500,23064700
2013-11-22,55931400,2517700,7610200,27982000
2013-11-25,57327900,3238000,7161900,30646800
2013-11-26,100345700,4589600,5756000,34465300
2013-11-27,90862100,2255500,4596500,26002100
2013-11-29,79531900,2394400,2870500,22090400
2013-12-02,118136200,2756600,4560000,42950400
2013-12-03,112742000,3364700,5864000,52109800
2013-12-04,94452400,2392000,5267400,51983600
2013-12-05,111895000,2275800,4384900,116305000
2013-12-06,86088100,2868200,4739800,36457300
2013-12-09,80123400,2976200,3796600,30286000
2013-12-10,69567400,3721600,4127800,37828600
2013-12-11,89929700,3436400,4090400,39853400
2013-12-12,65572500,3204800,5671600,36012800
2013-12-13,83205500,4340900,4184400,40066100
2013-12-16,70648200,3216000,7517000,31734200
2013-12-17,57475600,3082800,5471900,45687700
2013-12-18,141465800,4437100,5697700,63192100
2013-12-19,80077200,3343800,5927000,34160100
2013-12-20,109103400,6547600,7653500,62649100
2013-12-23,125326600,3456000,4079900,25128700
2013-12-24,41888700,1473800,1613600,14243000
2013-12-26,51002000,2685500,3325700,17612800
2013-12-27,56471100,3151100,3381600,14563000
2013-12-30,63407400,2481300,3018600,16290500
2013-12-31,55771100,2725900,3619700,17503500
2014-01-02,58671200,3656400,4546500,30632200
2014-01-03,98116900,3345800,4063200,31134800
2014-01-06,103152700,3551800,4067800,43603700
2014-01-07,79302300,5124300,5932300,35802800
2014-01-08,64632400,4501700,4603700,59971700
2014-01-09,69787200,4184500,4321300,36516300
2014-01-10,76244000,4302900,4022400,40548800
2014-01-13,94623200,4855800,5784700,45901900
2014-01-14,83140400,4983700,4619200,41623300
2014-01-15,97909700,3915000,4816500,44812600
2014-01-16,57319500,3380300,4770300,38018700
2014-01-17,106684900,5422800,7644600,46267500
2014-01-21,82131700,3974500,11076300,31567300
2014-01-22,94996300,3154500,13796100,21904300
2014-01-23,100809800,3912700,6973900,43954000
2014-01-24,107338700,7814000,6890600,76395500
2014-01-27,138719700,8739800,5208600,44420800
2014-01-28,266380800,4436900,5333300,36205500
2014-01-29,125702500,4777500,4970900,52745900
2014-01-30,169625400,10220800,4853700,35036300
2014-01-31,116199300,11174200,5193400,93162300
2014-02-03,100366000,9172400,7186800,64063100
2014-02-04,94170300,5644800,4349800,54697900
2014-02-05,82086200,4806800,4712300,55814400
2014-02-06,64441300,3907600,4292200,35351800
2014-02-07,92570100,5292000,4692900,33260500
2014-02-10,86389800,3904800,3540400,26767000
2014-02-11,70564200,4116900,4647300,32141400
2014-02-12,77025200,3461800,3983000,27051800
2014-02-13,76849500,3686400,4482000,37635500
2014-02-14,68231100,4389700,4659900,31407500
2014-02-18,65062900,4233500,4435200,32834000
2014-02-19,78442000,4222900,4671500,29750400
2014-02-20,76464500,3414300,4968200,27526100
2014-02-21,69696200,3738500,5699300,38021300
2014-02-24,72227400,3361100,4595300,32085100
2014-02-25,57988000,2888100,3902300,30736500
2014-02-26,69054300,3979100,3740700,41041800
2014-02-27,75470500,2529400,3827800,33903400
2014-02-28,92992200,4644500,4667900,41215000
2014-03-03,59695300,4225300,3950100,29717500
2014-03-04,64785000,2946300,4733000,26802400
2014-03-05,50015700,2479700,3485200,20520100
2014-03-06,46372200,2545600,3817300,23582200
2014-03-07,55182400,3041500,4117800,26591600
2014-03-10,44646000,2438200,4591200,19006600
2014-03-11,69806100,3438800,4229500,25216400
2014-03-12,49831600,3943200,4833000,30494100
2014-03-13,64435700,4708600,4913200,32169700
2014-03-14,59299800,4604900,5490300,27195600
2014-03-17,49886200,4340300,4938100,20479600
2014-03-18,52411800,3643500,3961300,64063900
2014-03-19,56189000,3237800,4323900,35597200
2014-03-20,52099600,3381900,5062600,59269800
2014-03-21,93511600,6441000,12535200,80721800
2014-03-24,88925200,6096800,5738500,46098400
2014-03-25,70573300,4838400,10912700,43193100
2014-03-26,74942000,5179200,6851700,41977500
2014-03-27,55507900,13100,6767700,35369200
2014-03-28,50141000,41200,5194400,43472700
2014-03-31,42167300,10800,8537300,46886300
2014-04-01,50190000,7900,5394100,32605000
2014-04-02,45105200,147100,4924100,28666700
2014-04-03,40586000,5099100,4091100,30139600
2014-04-04,68812800,6369300,6089900,51409600
2014-04-07,72462600,4401600,6740500,37559600
2014-04-08,60972100,3151200,5125000,35918600
2014-04-09,51542400,3330800,5480100,27398700
2014-04-10,59913000,4036800,8417900,45960800
2014-04-11,67929400,3924800,4835000,34330200
2014-04-14,51418500,2575000,5431100,32006600
2014-04-15,66622500,3855000,5351300,33968700
2014-04-16,53691400,4893200,8527300,30615800
2014-04-17,71083600,6809500,11255500,36689400
2014-04-21,45637200,2566700,5419700,22221200
2014-04-22,50640800,2365300,3878600,27056700
2014-04-23,98735000,2052300,4736400,24602800
2014-04-24,189977900,1883100,4407100,42381600
2014-04-25,97568800,2100300,3871000,56876800
2014-04-28,167371400,3335500,5638300,50610200
2014-04-29,84344400,2699000,4626300,29636200
2014-04-30,114160200,1751100,4206800,35458700
2014-05-01,61012000,1905500,3674000,28787400
2014-05-02,47878600,1688500,3049900,43416600
2014-05-05,71766800,1024100,2222100,22460900
2014-05-06,93641100,1689000,3188700,27112400
2014-05-07,70716100,3224300,3821000,41744500
2014-05-08,57574300,2021300,2431900,32120400
2014-05-09,72899400,2439400,2261600,29647600
2014-05-12,53302200,1912500,3777400,22782600
2014-05-13,39934300,1653400,2226600,27004800
2014-05-14,41601000,1191700,5251500,18818700
2014-05-15,57711500,1704300,4202200,37793200
2014-05-16,69064100,1485200,3949500,29867100
2014-05-19,79438800,1277700,3270700,24537400
2014-05-20,58709000,1784700,3026500,21320900
2014-05-21,49214900,1196200,2988000,22398700
2014-05-22,50190000,1615800,2218000,20201800
2014-05-23,58052400,1932100,2562900,18020000
2014-05-27,87216500,2104100,4793800,26160600
2014-05-28,78870400,1652000,3721600,25711500
2014-05-29,94118500,1354100,2759900,19888200
2014-05-30,141005200,1771100,4620500,34567600
2014-06-02,92337700,1435000,3200500,18504300
2014-06-03,73177300,1866600,2517100,18068900
2014-06-04,83870500,1816400,2376800,23209000
2014-06-05,75951400,1689100,2852200,31865200
2014-06-06,87484600,1736700,3296700,24060500
2014-06-09,75415000,1467500,2728400,15019200
2014-06-10,62777000,1351700,4154900,15117700
2014-06-11,45681000,1100100,4061700,18040000
2014-06-12,54749000,1458400,4425300,29818900
2014-06-13,54525000,1220500,2773600,26310000
2014-06-16,35561000,1702500,3556200,24205300
2014-06-17,29726000,1444500,2460900,22518600
2014-06-18,33514000,1741700,3931800,27097000
2014-06-19,35528000,2456800,3551100,19828200
2014-06-20,100898000,4508300,10686800,47764900
2014-06-23,43694000,1536800,3231700,18743900
2014-06-24,39036000,2207100,3875400,26509100
2014-06-25,36869000,1969300,2762800,20049100
2014-06-26,32629000,1741900,3258500,23604400
2014-06-27,64029000,2236900,4575500,74640000
2014-06-30,49482300,1313700,4223800,30805500
2014-07-01,38223000,1447900,6643100,26917000
2014-07-02,28465000,1056300,5093000,20208100
2014-07-03,22891800,714100,2422400,15969300
2014-07-07,56468000,1064600,2958700,21952400
2014-07-08,65222000,1909500,3135100,31218200
2014-07-09,36436000,1116700,3309600,18445900
2014-07-10,39686000,1356700,3177800,21854700
2014-07-11,34018000,1621700,2402500,24083000
2014-07-14,42810000,1854000,4501100,21881100
2014-07-15,45477900,1623000,4864700,28748700
2014-07-16,53396300,1397100,7812600,63318000
2014-07-17,57298000,3016500,8872300,82180300
2014-07-18,49988000,4014100,8166400,43407500
2014-07-21,39079000,2062100,4154400,37604400
2014-07-22,55197000,1699100,4853000,43095800
2014-07-23,92918000,1233100,3584200,52362900
2014-07-24,45729000,1035100,3612700,30725300
2014-07-25,43469000,932400,3376400,26737700
2014-07-28,55318000,986800,3242400,29684200
2014-07-29,43143000,1349800,3264100,27763100
2014-07-30,33010000,1016400,3943800,31921400
2014-07-31,56843000,2102700,4207500,31537500
2014-08-01,48511000,1955200,5181100,31170300
2014-08-04,39958000,1427300,2125900,34277400
2014-08-05,55933000,1551200,3307900,26266400
2014-08-06,38558000,1334300,3847000,24634000
2014-08-07,46711000,1110900,2708600,30314900
2014-08-08,41865000,1494700,2781500,28942700
2014-08-11,36585000,1214700,2527200,20351600
2014-08-12,33795000,1542000,1858600,21431100
2014-08-13,31916000,1439200,1797000,22889500
2014-08-14,28116000,985400,1929500,19313200
2014-08-15,48951000,1519100,2814800,41611300
2014-08-18,47572000,1284100,2420300,26891100
2014-08-19,69399000,978600,2040100,28139500
2014-08-20,52699000,1036700,2177600,24770500
2014-08-21,33478000,914800,2496500,22285500
2014-08-22,44184000,789000,1940300,18294500
2014-08-25,40270000,1361400,1723600,16910000
2014-08-26,33152000,1639600,3175400,14873100
2014-08-27,52369000,1703300,2190200,21287900
2014-08-28,68460000,1292900,1503600,17657600
2014-08-29,44595000,1083700,2909400,21607600
2014-09-02,53564000,1578400,2679700,22976800
2014-09-03,125421000,1215100,1822800,33684500
2014-09-04,85718000,1458100,2865000,26475500
2014-09-05,58457000,1632300,2260200,36939400
2014-09-08,46356700,1431000,2524200,45736700
2014-09-09,189846300,1287200,2403600,40302400
2014-09-10,100869600,977300,2764000,27302400
2014-09-11,62353100,1221000,2298500,29216400
2014-09-12,62626100,1601600,2901000,38244700
2014-09-15,61316500,1597500,2456400,37667600
2014-09-16,66908100,1480300,2561500,27910600
2014-09-17,60926500,1692800,3210800,38311900
2014-09-18,37299400,1444500,2963300,35556600
2014-09-19,70902400,3736600,8852000,202522400
2014-09-22,52788400,1689500,3318000,38686100
2014-09-23,63402200,1471400,3301800,33430300
2014-09-24,60171800,1728100,3082600,26582700
2014-09-25,100092000,1925900,4151400,33077400
2014-09-26,62370500,1443600,2493900,27078800
2014-09-29,49766300,1282400,2336300,26091000
2014-09-30,55264100,1621700,2932600,33033100
2014-10-01,51491300,1445400,3723200,38088400
2014-10-02,47757800,1178400,2283100,25119400
2014-10-03,43469600,1141700,3071500,32453200
2014-10-06,37051200,1214600,2099500,20604000
2014-10-07,42094200,1911300,2991300,25723700
2014-10-08,57404700,1990800,2984800,33031000
2014-10-09,77376500,2524800,2625400,34422800
2014-10-10,66331600,3081900,5090200,51978100
2014-10-13,53583400,2581600,3596700,37100200
2014-10-14,63688600,2222500,3924700,38115700
2014-10-15,100933600,3719300,6895800,60218700
2014-10-16,72154500,3708500,5578600,49040400
2014-10-17,68179700,5539300,4350200,40683300
2014-10-20,77517300,2607500,23416500,34527900
2014-10-21,94623900,2336200,20949800,36433800
2014-10-22,68263100,2919200,11084800,33570900
2014-10-23,71074700,2348800,7599400,45451900
2014-10-24,47053900,1973100,6652100,61076700
